stamp,x,y,z,qw,qx,qy,qz
1642401022.751224116,0.567038,0.842814,4.565898,0.000329,-0.997578,-0.067475,-0.016864
1642401023.307170980,0.457146,1.212342,4.562239,0.004452,-0.997640,-0.067972,-0.008577
1642401023.851129818,0.303158,1.658872,4.559990,0.002511,-0.997676,-0.068078,0.001381
1642401024.284991524,0.164148,2.035818,4.541980,0.003478,-0.997660,-0.068219,0.003036
1642401024.810946562,0.034656,2.455493,4.574595,0.000011,-0.997710,-0.067558,-0.003329
1642401025.393136041,-0.109382,2.865533,4.607358,-0.012603,-0.997564,-0.068247,-0.007077
1642401026.109399215,-0.312067,3.364266,4.613415,-0.013975,-0.997569,-0.068073,-0.005250
1642401026.505175435,-0.428068,3.618555,4.657485,-0.011477,-0.997620,-0.067974,-0.001524
1642401027.084973356,-0.600633,3.960836,4.607849,0.041076,-0.996686,-0.068727,0.014350
1642401027.510514965,-0.647837,3.979960,4.634025,-0.007614,-0.997637,-0.068049,0.005708
1642401028.041889224,-0.674426,3.947959,4.656617,-0.054680,-0.996208,-0.067549,-0.004169
1642401028.686210227,-0.774322,4.165190,4.662748,-0.053673,-0.996229,-0.067896,-0.006165
1642401029.214129136,-0.919423,4.637148,4.661597,0.000581,-0.997668,-0.067910,0.006834
1642401029.764884079,-1.079230,5.157848,4.616457,0.025903,-0.997299,-0.067994,0.010051
1642401030.333263776,-1.147572,5.353014,4.656850,0.009187,-0.997622,-0.068008,0.006355
1642401030.841809712,-1.208711,5.382263,4.652613,-0.013976,-0.994034,-0.067597,0.084455
1642401031.511712007,-0.825072,5.470494,4.624933,-0.005201,-0.997621,-0.068022,-0.009913
1642401032.008635780,-0.317470,5.580897,4.736458,0.002577,-0.997061,-0.066655,-0.037679
1642401032.395395987,-0.148542,5.618715,4.717857,-0.012555,-0.997373,-0.068712,-0.019182
1642401033.015037631,-0.052979,5.635153,4.721667,-0.007870,-0.997631,-0.068304,0.002127
1642401033.664142164,-0.023317,5.612544,4.730650,-0.012467,-0.997551,-0.068368,0.007912
1642401034.309982294,-0.018493,5.582255,4.743179,-0.009530,-0.997619,-0.068291,-0.001140
1642401034.870943923,-0.029621,5.556805,4.765852,-0.013325,-0.997583,-0.068148,0.002366
1642401035.637666633,-0.050796,5.541077,4.776930,-0.005424,-0.999739,-0.021205,0.006532
1642401036.278695072,-0.068051,5.518679,4.795422,-0.004765,-0.999708,0.023403,0.003581
1642401036.773263768,-0.091755,5.514988,4.802486,-0.004208,-0.998287,0.057707,0.008625
1642401037.351347295,-0.109918,5.517466,4.772238,0.001953,-0.994897,0.100825,0.003243
1642401037.893622715,-0.115653,5.501141,4.765363,-0.002620,-0.987201,0.159343,0.006009
1642401038.342167337,-0.114245,5.479917,4.777932,0.005663,-0.974820,0.222907,0.002745
1642401038.649707339,-0.125512,5.468622,4.769721,0.007566,-0.962797,0.270098,0.003513
1642401039.177140513,-0.146355,5.445694,4.775825,0.008444,-0.934540,0.355719,0.005217
1642401039.349981050,-0.163459,5.439833,4.767525,0.008807,-0.929647,0.368296,0.006096
1642401040.565284573,-0.280915,5.417329,4.718851,0.013106,-0.843282,0.537096,0.015204
1642401041.155622306,-0.333594,5.397231,4.717855,0.005184,-0.837560,0.546121,0.014772
1642401042.446706270,-0.341448,5.363404,4.719468,0.011685,-0.780682,0.624726,0.010824
1642401043.513723781,-0.369772,5.294429,4.703347,-0.075006,-0.777291,0.619646,0.078940
1642401043.973499425,-0.384593,5.279190,4.707338,-0.132402,-0.769407,0.611661,0.127884
1642401044.380732878,-0.367451,5.273495,4.689013,-0.094362,-0.775351,0.618459,0.086233
1642401044.823158909,-0.363466,5.244834,4.712828,0.009191,-0.781204,0.624205,0.002141
1642401045.273860300,-0.342741,5.202045,4.712536,0.110387,-0.773191,0.618062,-0.089385
1642401045.671332866,-0.325944,5.182878,4.702693,0.129624,-0.769895,0.615537,-0.107582
1642401046.185998513,-0.277798,5.180974,4.697937,0.248800,-0.739989,0.591036,-0.202959
1642401046.719440516,-0.269565,5.202575,4.677475,0.357493,-0.694405,0.558703,-0.279020
1642401047.081079405,-0.277666,5.198857,4.644296,0.356678,-0.694806,0.559966,-0.276522
1642401047.597767836,-0.249673,5.165348,4.660322,0.368868,-0.688911,0.547631,-0.299063
1642401048.012486685,-0.220339,5.133861,4.658162,0.381067,-0.681579,0.541040,-0.312272
1642401048.470671297,-0.193546,5.091262,4.672522,0.386686,-0.678393,0.540378,-0.313448
1642401048.918293824,-0.152422,5.041427,4.674289,0.384733,-0.679357,0.530540,-0.330124
1642401049.514335102,-0.145248,4.974534,4.675512,0.372019,-0.686631,0.529963,-0.330573
1642401049.952247239,-0.155476,4.985668,4.672873,0.390240,-0.676364,0.536089,-0.320708
1642401050.440788993,-0.187566,5.007830,4.704449,0.384924,-0.679836,0.533836,-0.323537
1642401051.016377761,-0.241549,5.071615,4.702576,0.393708,-0.674317,0.546798,-0.302163
1642401051.553140743,-0.273618,5.135376,4.674785,0.387645,-0.677859,0.543382,-0.308181
1642401052.119875102,-0.253919,5.122626,4.697359,0.382357,-0.681097,0.538130,-0.316742
1642401052.649683801,-0.223348,5.124440,4.671338,0.391358,-0.675423,0.538322,-0.317572
1642401053.209458148,-0.198513,5.107743,4.691119,0.377534,-0.684081,0.529516,-0.330324
1642401053.608411696,-0.223483,5.196779,4.635675,0.395523,-0.672946,0.551432,-0.294325
1642401054.075235610,-0.199788,5.211788,4.659789,0.393909,-0.674622,0.539421,-0.314239
1642401054.649420676,-0.182766,5.214261,4.663617,0.390231,-0.676588,0.539452,-0.314547
1642401055.173958541,-0.169315,5.206586,4.668178,0.387835,-0.677613,0.540530,-0.313452
1642401055.816088726,-0.169684,5.191348,4.853828,0.388906,-0.677179,0.540596,-0.312950
1642401056.377177557,-0.152321,5.190059,5.068880,0.389668,-0.676924,0.540562,-0.312611
1642401056.810078256,-0.140136,5.170330,5.197645,0.388851,-0.677245,0.538690,-0.316144
1642401057.526367959,-0.130542,5.111338,5.370545,0.381752,-0.681270,0.537133,-0.318785
1642401057.991366852,-0.128002,5.079295,5.603747,0.383183,-0.680470,0.537937,-0.317419
1642401058.345200085,-0.124053,5.064950,5.838813,0.384575,-0.679638,0.538519,-0.316531
1642401059.002043650,-0.120062,5.068028,6.064126,0.390062,-0.676451,0.537955,-0.317601
1642401059.450005414,-0.119830,5.079504,6.059491,0.387184,-0.678446,0.541082,-0.311495
1642401060.014290296,-0.117584,5.074146,6.054063,0.368355,-0.688508,0.549534,-0.297126
1642401060.407528747,-0.105213,5.066485,6.056028,0.356931,-0.694670,0.552369,-0.291414
1642401060.870639515,-0.085377,5.061084,6.073970,0.359100,-0.693519,0.550070,-0.295808
1642401061.409104028,-0.072759,5.063696,6.073961,0.359120,-0.693418,0.551395,-0.293543
1642401061.999777766,-0.059529,5.085851,6.064834,0.354499,-0.695891,0.556220,-0.284052
1642401062.562108985,-0.055237,5.095798,6.048751,0.351762,-0.697417,0.553663,-0.288671
1642401063.078099453,-0.045026,5.101165,6.044804,0.339615,-0.702699,0.540846,-0.313627
1642401063.816617533,-0.100530,5.242857,6.046313,0.359888,-0.693234,0.559487,-0.277277
1642401064.281440039,-0.101771,5.268435,6.064907,0.357848,-0.694256,0.558522,-0.279296
1642401064.774124161,-0.089418,5.266287,6.073335,0.351009,-0.697710,0.554792,-0.286704
1642401065.394164627,-0.061238,5.272838,6.075695,0.358231,-0.694222,0.554743,-0.286333
1642401066.005292411,-0.035576,5.279158,6.085916,0.355166,-0.695602,0.555458,-0.285414
1642401066.627243979,-0.022517,5.275095,6.126173,0.351152,-0.697642,0.554687,-0.286896
1642401067.780925043,-0.023373,5.227736,6.806172,0.347466,-0.699220,0.553421,-0.289971
1642401068.213544073,-0.019095,5.213692,7.171461,0.347197,-0.699505,0.550654,-0.294833
